iter	Logloss
0	0.6551324269
1	0.6139368472
2	0.5784307058
3	0.5421289129
4	0.5091491367
5	0.4826542038
6	0.4552908117
7	0.4299963602
8	0.4087006646
9	0.3874404022
10	0.3671842657
11	0.3514067231
12	0.3354886593
13	0.3204829003
14	0.3059061426
15	0.2924428958
16	0.2808637897
17	0.2697911128
18	0.2595026372
19	0.2504968187
20	0.2424725318
21	0.2342070105
22	0.2276367204
23	0.221011907
24	0.2143990155
25	0.2090251888
26	0.2034596064
27	0.1987417059
28	0.1944593857
29	0.1897022725
30	0.1853347405
31	0.1813964878
32	0.1776953782
33	0.174636321
34	0.1714805062
35	0.1693123267
36	0.1655935056
37	0.1633961014
38	0.1611421074
39	0.1588267637
40	0.156765057
41	0.1546061914
42	0.152351036
43	0.1509027314
44	0.1487658677
45	0.1474787601
46	0.1455501167
47	0.1434295538
48	0.1414152168
49	0.1398162337
50	0.1378205024
51	0.1362955635
52	0.1348741945
53	0.1331996348
54	0.1317801377
55	0.1304549813
56	0.1291859364
57	0.1279381726
58	0.1272439081
59	0.126016605
60	0.1248064661
61	0.1240203509
62	0.1229865463
63	0.1220182933
64	0.1212373882
65	0.1204302056
66	0.119718041
67	0.1187124863
68	0.1177234811
69	0.1167972624
70	0.1161735374
71	0.1154355512
72	0.114651059
73	0.1137765217
74	0.1129451651
75	0.1123099064
76	0.1114050792
77	0.1110384838
78	0.1104764525
79	0.1099291889
80	0.1092858357
81	0.1085783814
82	0.1080198099
83	0.1075151574
84	0.1070429492
85	0.1064538841
86	0.1059609604
87	0.1054367349
88	0.1049570964
89	0.1042105625
90	0.1036573376
91	0.1031141915
92	0.1025088785
93	0.1017319481
94	0.1012211887
95	0.1008418817
96	0.1004395197
97	0.09993727836
98	0.09948854327
99	0.09911133286
100	0.09873241019
101	0.09828084314
102	0.09779676832
103	0.09749785727
104	0.09711081969
105	0.09683517619
106	0.09663065902
107	0.09635590128
108	0.09605064511
109	0.09578914248
110	0.09555912214
111	0.0953028159
112	0.09491786137
113	0.09446145671
114	0.09426014828
115	0.0938423807
116	0.09343487973
117	0.09312728343
118	0.09296285827
119	0.09273613994
120	0.09236900357
121	0.09196447223
122	0.09161207207
123	0.09128006675
124	0.09101338549
125	0.09086398984
126	0.09051572412
127	0.09029187459
128	0.09005776509
129	0.08985566679
130	0.08957398532
131	0.08933239686
132	0.0889603449
133	0.08876877772
134	0.08844183299
135	0.08822561682
136	0.08798580523
137	0.08776029255
138	0.08753709515
139	0.087393816
140	0.08722746744
141	0.0869956964
142	0.08682878372
143	0.08662222205
144	0.08646402083
145	0.0862796659
146	0.08604878603
147	0.08585019769
148	0.08557484902
149	0.08542994742
150	0.08526205367
151	0.085133647
152	0.08490398103
153	0.08463746602
154	0.08442325036
155	0.08426456893
156	0.08402628267
157	0.08382152516
158	0.08360504507
159	0.08346140633
160	0.08316831387
161	0.08301966079
162	0.08288860626
163	0.08265777527
164	0.08243415259
165	0.08223962121
166	0.08208916056
167	0.08195912044
168	0.08170955834
169	0.08147274122
170	0.08126786822
171	0.08112787422
172	0.08098025855
173	0.0806663075
174	0.08057541244
175	0.08045245419
176	0.08012712192
177	0.07997986763
178	0.07972603794
179	0.07954429911
180	0.07930759998
181	0.07915800758
182	0.07906506881
183	0.07890784387
184	0.07868891021
185	0.07854682566
186	0.07831831688
187	0.07816234683
188	0.0779826542
189	0.07782436727
190	0.07762217596
191	0.07743879318
192	0.0773271117
193	0.07721308599
194	0.07714290013
195	0.0770446182
196	0.0769212221
197	0.07677790495
198	0.07667331812
199	0.07653897989
200	0.07640217283
201	0.07629001903
202	0.07606890359
203	0.07586649983
204	0.07574417097
205	0.0754745538
206	0.07534010047
207	0.07520320688
208	0.07504862309
209	0.07495157055
210	0.07484397952
211	0.07472137952
212	0.0746129977
213	0.07451604634
214	0.07443245006
215	0.07431037265
216	0.07414814507
217	0.07399037803
218	0.07382064363
219	0.07367318673
220	0.07360496371
221	0.07352172767
222	0.07345410753
223	0.07329230188
224	0.0731466892
225	0.07305354778
226	0.07285840747
227	0.07270551777
228	0.07262917055
229	0.07245483836
230	0.07235253858
231	0.07224323194
232	0.07213598865
233	0.07207853686
234	0.0719638569
235	0.07188070574
236	0.0717810789
237	0.07168371818
238	0.07153979382
239	0.07143026535
240	0.07133805339
241	0.07119761986
242	0.07101700988
243	0.07094952831
244	0.07089521043
245	0.0707518306
246	0.07065746455
247	0.07054868306
248	0.07030697722
249	0.07013269576
250	0.07003928297
251	0.06988981581
252	0.06980163768
253	0.06971803106
254	0.06963970083
255	0.06951285071
256	0.06936737529
257	0.06923439044
258	0.06914528393
259	0.06906064585
260	0.06898328188
261	0.06891296039
262	0.06877153467
263	0.06864240187
264	0.06847650043
265	0.06836903018
266	0.06830556356
267	0.06817718415
268	0.06805473939
269	0.06783624145
270	0.06772667562
271	0.06763325104
272	0.067555176
273	0.06744240478
274	0.06730538374
275	0.06714211452
276	0.06705277329
277	0.06698715614
278	0.06688158977
279	0.06685033041
280	0.06672160145
281	0.06662917641
282	0.06650144207
283	0.0663816896
284	0.06618536686
285	0.0660959771
286	0.06600752404
287	0.06580552931
288	0.06573767449
289	0.06559219606
290	0.0655084267
291	0.06539415974
292	0.06528915279
293	0.06520784406
294	0.06513507283
295	0.06507428149
296	0.0649763828
297	0.06490211797
298	0.06479344732
299	0.0646902654
300	0.06460766286
301	0.06454654765
302	0.06446007823
303	0.06438327079
304	0.06430175178
305	0.06413212265
306	0.06396569704
307	0.06386391268
308	0.06381098606
309	0.06373373215
310	0.06364842807
311	0.06356898305
312	0.06347909143
313	0.06342175882
314	0.06335892197
315	0.06325718777
316	0.06320207341
317	0.06310492475
318	0.06302756722
319	0.06295775767
320	0.06282925493
321	0.06274227836
322	0.06265899632
323	0.06255966839
324	0.06242255852
325	0.06235288311
326	0.06231226909
327	0.06220039545
328	0.06205785247
329	0.06197830624
330	0.06192379782
331	0.06179757896
332	0.06171220342
333	0.06165035304
334	0.06155968492
335	0.06147721021
336	0.0613715502
337	0.06130881773
338	0.06122780807
339	0.0611302453
340	0.06099417982
341	0.06087323944
342	0.06078443845
343	0.06066086869
344	0.06053131992
345	0.06040499465
346	0.06035212148
347	0.06024772829
348	0.06016514923
349	0.06011529867
